SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,FAMILY_CODE
Heliangelus exortis,Tourmaline Sunangel,tousun1,species,4389.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus micraster,Little Sunangel,litsun1,species,4390.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus viola,Purple-throated Sunangel,putsun1,species,4393.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus viola viola,Purple-throated Sunangel (Purple-throated),putsun4,issf,4394.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus viola splendidus/pyropus,Purple-throated Sunangel (Brilliant),putsun2,issf,4395.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus amethysticollis x viola,Amethyst-throated x Purple-throated Sunangel (hybrid),x01046,hybrid,4398.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus regalis,Royal Sunangel,roysun1,species,4399.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliangelus sp.,Heliangelus sp.,helian1,spuh,4402.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Sephanoides sephaniodes,Green-backed Firecrown,grbfir1,species,4403.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Sephanoides fernandensis,Juan Fernandez Firecrown,juffir1,species,4404.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Sephanoides sephaniodes/fernandensis,Green-backed/Juan Fernandez Firecrown,y00371,slash,4407.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Discosura popelairii,Wire-crested Thorntail,wictho2,species,4408.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Discosura langsdorffi,Black-bellied Thorntail,bkbtho1,species,4409.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Discosura letitiae,Coppery Thorntail,coptho2,species,4412.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Discosura conversii,Green Thorntail,gretho1,species,4413.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Discosura longicaudus,Racket-tipped Thorntail,ratcoq2,species,4414.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis ornatus,Tufted Coquette,tufcoq1,species,4415.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis gouldii,Dot-eared Coquette,doecoq1,species,4416.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis magnificus,Frilled Coquette,fricoq1,species,4417.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis brachylophus,Short-crested Coquette,shccoq,species,4418.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis delattrei,Rufous-crested Coquette,ruccoq1,species,4419.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis stictolophus,Spangled Coquette,spacoq1,species,4422.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis verreauxii,Butterfly Coquette,fescoq2,species,4423.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis chalybeus,Festive Coquette,fescoq3,species,4426.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis pavoninus,Peacock Coquette,peacoq1,species,4427.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis helenae,Black-crested Coquette,blccoq1,species,4430.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lophornis adorabilis,White-crested Coquette,whccoq1,species,4431.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Discosura/Lophornis sp.,thorntail/coquette sp.,y00786,spuh,4432.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Phlogophilus hemileucurus,Ecuadorian Piedtail,ecupie1,species,4433.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Phlogophilus harterti,Peruvian Piedtail,perpie1,species,4434.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Adelomyia melanogenys,Speckled Hummingbird,spehum1,species,4435.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Adelomyia melanogenys [melanogenys Group],Speckled Hummingbird (melanogenys Group),spehum2,issf,4436.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Adelomyia melanogenys maculata,Speckled Hummingbird (maculata),spehum3,issf,4444.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Adelomyia melanogenys inornata,Speckled Hummingbird (inornata),spehum4,issf,4445.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaiocercus kingii,Long-tailed Sylph,lotsyl1,species,4446.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaiocercus coelestis,Violet-tailed Sylph,vitsyl1,species,4453.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaiocercus berlepschi,Venezuelan Sylph,vensyl1,species,4456.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Sappho sparganurus,Red-tailed Comet,retcom1,species,4457.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Polyonymus caroli,Bronze-tailed Comet,brtcom1,species,4460.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Taphrolesbia griseiventris,Gray-bellied Comet,gybcom1,species,4461.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,species,4462.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus cyanolaemus,Blue-throated Hillstar,buthil1,species,4465.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,species,4466.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,species,4467.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus stolzmanni/melanogaster,Green-headed/Black-breasted Hillstar,y00372,slash,4468.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus estella,Andean Hillstar,andhil3,species,4469.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,species,4472.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus estella/leucopleurus,Andean/White-sided Hillstar,y01232,slash,4473.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,species,4474.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreotrochilus sp.,Oreotrochilus sp.,oreotr1,spuh,4475.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Opisthoprora euryptera,Mountain Avocetbill,mouavo1,species,4476.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lesbia victoriae,Black-tailed Trainbearer,blttra1,species,4477.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lesbia nuna,Green-tailed Trainbearer,grttra1,species,4481.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lesbia victoriae/nuna,Black-tailed/Green-tailed Trainbearer,y00684,slash,4489.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ramphomicron dorsale,Black-backed Thornbill,blbtho1,species,4490.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,species,4491.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,species,4496.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,species,4497.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,species,4500.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,species,4504.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,species,4505.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,species,4508.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,species,4509.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,species,4510.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,species,4511.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oxypogon sp.,helmetcrest sp.,beahel1,spuh,4512.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreonympha nobilis,Bearded Mountaineer,beamou1,species,4513.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreonympha nobilis albolimbata,Bearded Mountaineer (Western),beamou2,issf,4514.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Oreonympha nobilis nobilis,Bearded Mountaineer (Eastern),beamou3,issf,4515.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura iracunda,Perija Metaltail,permet1,species,4516.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,species,4517.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina districta,Tyrian Metaltail (Santa Marta),tyrmet2,issf,4518.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina chloropogon,Tyrian Metaltail (Costa),tyrmet3,issf,4519.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina oreopola,Tyrian Metaltail (Merida),tyrmet4,issf,4520.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina tyrianthina/quitensis,Tyrian Metaltail (Tyrian),tyrmet5,issf,4521.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina septentrionalis,Tyrian Metaltail (septentrionalis),tyrmet6,issf,4524.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura tyrianthina smaragdinicollis,Tyrian Metaltail (smaragdinicollis),tyrmet7,issf,4525.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaiocercus kingii x Metallura tyrianthina,Long-tailed Sylph x Tyrian Metaltail (hybrid),x00944,hybrid,4526.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura williami,Viridian Metaltail,virmet1,species,4527.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura williami recisa,Viridian Metaltail (recisa),virmet2,issf,4528.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura williami williami,Viridian Metaltail (Viridian),virmet3,issf,4529.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura williami primolina,Viridian Metaltail (Ecuadorian),virmet4,issf,4530.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura williami atrigularis,Viridian Metaltail (Black-throated),virmet5,issf,4531.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura baroni,Violet-throated Metaltail,vitmet1,species,4532.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura odomae,Neblina Metaltail,nebmet1,species,4533.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura theresiae,Coppery Metaltail,copmet1,species,4534.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura eupogon,Fire-throated Metaltail,fitmet1,species,4537.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura aeneocauda,Scaled Metaltail,scamet1,species,4538.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura phoebe,Black Metaltail,blamet1,species,4541.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Metallura sp.,metaltail sp.,metalt1,spuh,4542.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Haplophaedia aureliae,Greenish Puffleg,grepuf1,species,4543.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,species,4550.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Haplophaedia lugens,Hoary Puffleg,hoapuf1,species,4553.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,species,4554.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,species,4555.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis vestita,Glowing Puffleg,glopuf2,species,4556.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,species,4561.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,species,4562.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,species,4563.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,species,4564.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis luciani [luciani Group],Sapphire-vented Puffleg (Sapphire-vented),savpuf2,issf,4565.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis luciani sapphiropygia/catharina,Sapphire-vented Puffleg (Coppery-naped),savpuf3,issf,4569.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,species,4572.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,species,4573.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,species,4574.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eriocnemis aline,Emerald-bellied Puffleg,embpuf1,species,4575.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Loddigesia mirabilis,Marvelous Spatuletail,marspa1,species,4578.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaeactis cupripennis,Shining Sunbeam,shisun1,species,4579.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,species,4582.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaeactis cupripennis x castelnaudii,Shining x White-tufted Sunbeam (hybrid),x00672,hybrid,4585.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaeactis cupripennis/castelnaudii,Shining/White-tufted Sunbeam,y01208,slash,4586.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,species,4587.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,species,4588.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena coeligena,Bronzy Inca,broinc1,species,4589.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena wilsoni,Brown Inca,broinc2,species,4596.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena prunellei,Black Inca,blainc1,species,4597.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena torquata,Collared Inca,colinc1,species,4598.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena torquata [torquata Group],Collared Inca (Collared),colinc2,issf,4599.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena torquata eisenmanni,Collared Inca (Vilcabamba),colinc5,issf,4604.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena conradii,Green Inca,colinc4,species,4605.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena inca,Gould's Inca,colinc3,species,4606.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena violifer,Violet-throated Starfrontlet,vitsta1,species,4609.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena violifer dichroura,Violet-throated Starfrontlet (Huanuco),vitsta2,issf,4610.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena violifer albicaudata,Violet-throated Starfrontlet (Apurimac),vitsta3,issf,4611.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena violifer osculans,Violet-throated Starfrontlet (Cuzco),vitsta4,issf,4612.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena violifer violifer,Violet-throated Starfrontlet (Bolivian),vitsta5,issf,4613.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena iris,Rainbow Starfrontlet,raista1,species,4614.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,species,4621.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena orina,Dusky Starfrontlet,dussta1,species,4622.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,species,4623.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena consita,Perija Starfrontlet,gobsta2,species,4626.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,species,4627.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena eos,Merida Starfrontlet,gobsta4,species,4628.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,species,4629.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena bonapartei x helianthea,Golden-bellied x Blue-throated Starfrontlet (hybrid),x01047,hybrid,4632.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Coeligena sp.,Coeligena sp.,coelig1,spuh,4633.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,species,4634.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,species,4642.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Pterophanes cyanopterus,Great Sapphirewing,gresap1,species,4643.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,species,4647.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,species,4650.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,species,4651.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Boissonneaua flavescens x jardini,Buff-tailed x Velvet-purple Coronet (hybrid),x00383,hybrid,4652.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ocreatus underwoodii,White-booted Racket-tail,boorat1,species,4653.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ocreatus peruanus,Peruvian Racket-tail,boorat2,species,4659.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ocreatus addae,Rufous-booted Racket-tail,rubrat1,species,4660.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ocreatus addae annae,Rufous-booted Racket-tail (Anna's),boorat3,issf,4661.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ocreatus addae addae,Rufous-booted Racket-tail (Adda's),boorat4,issf,4662.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Ocreatus peruanus/addae,Peruvian/Rufous-booted Racket-tail,y01214,slash,4663.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,species,4664.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Urochroa leucura,Green-backed Hillstar,whthil3,species,4665.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,species,4666.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,species,4667.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,species,4668.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,species,4671.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,species,4672.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa schreibersii,Black-throated Brilliant,bltbri1,species,4673.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa schreibersii schreibersii,Black-throated Brilliant (Black-throated),bktbri1,issf,4674.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa schreibersii whitelyana,Black-throated Brilliant (Black-breasted),bktbri2,issf,4675.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa aurescens,Gould's Jewelfront,goujew1,species,4676.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,species,4677.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa jacula,Green-crowned Brilliant,grcbri1,species,4681.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa imperatrix,Empress Brilliant,empbri1,species,4685.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Boissonneaua flavescens x Heliodoxa imperatrix,Buff-tailed Coronet x Empress Brilliant (hybrid),x01032,hybrid,4686.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,species,4687.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliodoxa rubricauda,Brazilian Ruby,brarub1,species,4692.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Patagona gigas,Giant Hummingbird,giahum1,species,4693.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,species,4696.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,species,4697.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eugenes fulgens,Rivoli's Hummingbird,maghum1,species,4698.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Eugenes spectabilis,Talamanca Hummingbird,maghum2,species,4699.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliomaster longirostris,Long-billed Starthroat,lobsta1,species,4700.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliomaster constantii,Plain-capped Starthroat,plcsta,species,4704.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
Heliomaster longirostris/constantii,Long-billed/Plain-capped Starthroat,y00863,slash,4708.0,Caprimulgiformes,Hummingbirds,Trochilidae,trochi1
